#Name	Length	Bases	Coverage	Reads	RPKM	Frags	FPKM
k127_1898285 flag=1 multi=2.0000 len=473	473	599	1.2664	4	137.9283	2	137.9283
k127_1898549 flag=1 multi=11.0000 len=1021	1021	0	0.0000	0	0.0000	0	0.0000
k127_1898594 flag=1 multi=2.0000 len=415	415	0	0.0000	0	0.0000	0	0.0000
k127_1898644 flag=1 multi=3.0000 len=457	457	1799	3.9365	12	428.2719	6	428.2719
k127_1899309 flag=1 multi=2.0000 len=568	568	0	0.0000	0	0.0000	0	0.0000
k127_1899336 flag=1 multi=7.0128 len=519	519	0	0.0000	0	0.0000	0	0.0000
k127_1899513 flag=1 multi=1.0000 len=334	334	0	0.0000	0	0.0000	0	0.0000
k127_1900767 flag=1 multi=3.0000 len=352	352	0	0.0000	0	0.0000	0	0.0000
k127_1901506 flag=1 multi=18.0000 len=3404	3404	0	0.0000	0	0.0000	0	0.0000
k127_1902725 flag=1 multi=3.0000 len=687	687	0	0.0000	0	0.0000	0	0.0000
k127_1902742 flag=1 multi=3.0000 len=321	321	0	0.0000	0	0.0000	0	0.0000
k127_1902758 flag=1 multi=1.0000 len=365	365	0	0.0000	0	0.0000	0	0.0000
k127_1903808 flag=1 multi=3.0000 len=336	336	0	0.0000	0	0.0000	0	0.0000
k127_1904008 flag=1 multi=5.0000 len=780	780	0	0.0000	0	0.0000	0	0.0000
k127_1904476 flag=1 multi=4.0000 len=770	770	0	0.0000	0	0.0000	0	0.0000
k127_1905084 flag=1 multi=3.0000 len=516	516	0	0.0000	0	0.0000	0	0.0000
k127_1905626 flag=1 multi=10.0000 len=487	487	0	0.0000	0	0.0000	0	0.0000
k127_1907006 flag=1 multi=16.0000 len=742	742	3078	4.1482	22	483.5855	11	483.5855
k127_1907861 flag=1 multi=4.0000 len=751	751	0	0.0000	0	0.0000	0	0.0000
k127_1908487 flag=1 multi=3.0000 len=424	424	0	0.0000	0	0.0000	0	0.0000
k127_1909384 flag=1 multi=2.0000 len=338	338	0	0.0000	0	0.0000	0	0.0000
k127_1910171 flag=1 multi=4.0000 len=427	427	0	0.0000	0	0.0000	0	0.0000
k127_1910371 flag=1 multi=3.0000 len=937	937	0	0.0000	0	0.0000	0	0.0000
k127_1912365 flag=1 multi=3.0000 len=875	875	0	0.0000	0	0.0000	0	0.0000
k127_1912592 flag=1 multi=4.0000 len=547	547	0	0.0000	0	0.0000	0	0.0000
k127_1912617 flag=0 multi=36.0000 len=6452	6452	0	0.0000	0	0.0000	0	0.0000
k127_1913194 flag=1 multi=2.0000 len=361	361	0	0.0000	0	0.0000	0	0.0000
k127_1913921 flag=1 multi=3.0000 len=438	438	0	0.0000	0	0.0000	0	0.0000
k127_1914283 flag=1 multi=7.0000 len=655	655	0	0.0000	0	0.0000	0	0.0000
k127_1914622 flag=1 multi=4.0000 len=405	405	506	1.2494	4	161.0866	2	161.0866
k127_1915145 flag=1 multi=31.8772 len=3490	3490	18413	5.2759	128	598.1899	64	598.1899
k127_1915176 flag=1 multi=3.0000 len=562	562	0	0.0000	0	0.0000	0	0.0000
k127_1915475 flag=1 multi=7.0000 len=4417	4417	26830	6.0743	184	679.4303	92	679.4303
k127_1916518 flag=1 multi=18.0000 len=5894	5894	0	0.0000	0	0.0000	0	0.0000
k127_1916669 flag=1 multi=4.0000 len=458	458	278	0.6070	2	71.2228	1	71.2228
k127_1916680 flag=1 multi=9.0000 len=434	434	1038	2.3917	7	263.0648	3	225.4842
k127_1917950 flag=1 multi=10.0000 len=1011	1011	0	0.0000	0	0.0000	0	0.0000
k127_1918003 flag=1 multi=13.0000 len=3512	3512	52058	14.8229	364	1690.4463	182	1690.4463
k127_1919371 flag=1 multi=5.0000 len=943	943	1169	1.2397	8	138.3671	4	138.3671
k127_1919984 flag=1 multi=4.0000 len=626	626	0	0.0000	0	0.0000	0	0.0000
k127_1920815 flag=1 multi=9.0000 len=1333	1333	0	0.0000	0	0.0000	0	0.0000
k127_1921197 flag=1 multi=4.0000 len=404	404	287	0.7104	2	80.7427	1	80.7427
k127_1921507 flag=1 multi=5.0000 len=1270	1270	0	0.0000	0	0.0000	0	0.0000
k127_1921607 flag=1 multi=3.0000 len=395	395	0	0.0000	0	0.0000	0	0.0000
k127_1923409 flag=1 multi=9.0000 len=1195	1195	5457	4.5665	37	504.9965	18	491.3479
k127_1923829 flag=1 multi=4.0000 len=890	890	0	0.0000	0	0.0000	0	0.0000
k127_1924907 flag=0 multi=161.9992 len=7799	7799	0	0.0000	0	0.0000	0	0.0000
k127_1925169 flag=0 multi=94.1149 len=3252	3252	0	0.0000	0	0.0000	0	0.0000
k127_1926432 flag=1 multi=4.0000 len=308	308	0	0.0000	0	0.0000	0	0.0000
k127_1927909 flag=1 multi=4.0000 len=1018	1018	0	0.0000	0	0.0000	0	0.0000
k127_1928767 flag=1 multi=2.0000 len=366	366	600	1.6393	4	178.2516	2	178.2516
k127_1928834 flag=1 multi=8.0000 len=1458	1458	0	0.0000	0	0.0000	0	0.0000
k127_1928880 flag=1 multi=6.0000 len=2540	2540	0	0.0000	0	0.0000	0	0.0000
k127_1929081 flag=1 multi=2.0000 len=572	572	0	0.0000	0	0.0000	0	0.0000
k127_1930222 flag=1 multi=12.0000 len=2083	2083	0	0.0000	0	0.0000	0	0.0000
k127_1930357 flag=1 multi=18.0000 len=4501	4501	0	0.0000	0	0.0000	0	0.0000
k127_1930578 flag=1 multi=2.0000 len=385	385	300	0.7792	2	84.7274	1	84.7274
k127_1931687 flag=1 multi=5.0000 len=472	472	0	0.0000	0	0.0000	0	0.0000
k127_1931704 flag=1 multi=11.0000 len=4761	4761	0	0.0000	0	0.0000	0	0.0000
k127_1933064 flag=1 multi=4.0000 len=684	684	0	0.0000	0	0.0000	0	0.0000
k127_1933453 flag=1 multi=3.0000 len=527	527	0	0.0000	0	0.0000	0	0.0000
k127_1933812 flag=1 multi=8.0000 len=1151	1151	0	0.0000	0	0.0000	0	0.0000
k127_1934167 flag=1 multi=1.0000 len=319	319	150	0.4702	1	51.1286	0	0.0000
k127_1934197 flag=1 multi=10.0000 len=6384	6384	0	0.0000	0	0.0000	0	0.0000
k127_1934690 flag=0 multi=2.9673 len=739	739	0	0.0000	0	0.0000	0	0.0000
k127_1935254 flag=1 multi=19.0000 len=355	355	0	0.0000	0	0.0000	0	0.0000
k127_1935324 flag=1 multi=12.0000 len=544	544	2508	4.6103	19	569.6515	9	539.6698
k127_1935549 flag=1 multi=28.0000 len=4087	4087	0	0.0000	0	0.0000	0	0.0000
k127_1936579 flag=1 multi=2.0000 len=374	374	0	0.0000	0	0.0000	0	0.0000
k127_1938263 flag=1 multi=4.0000 len=342	342	0	0.0000	0	0.0000	0	0.0000
k127_1938576 flag=1 multi=11.0000 len=3081	3081	0	0.0000	0	0.0000	0	0.0000
k127_1939205 flag=1 multi=13.0000 len=3616	3616	0	0.0000	0	0.0000	0	0.0000
k127_1940017 flag=1 multi=2.0000 len=495	495	0	0.0000	0	0.0000	0	0.0000
k127_1940615 flag=1 multi=46.0000 len=9590	9590	0	0.0000	0	0.0000	0	0.0000
k127_1941519 flag=1 multi=8.4755 len=1984	1984	0	0.0000	0	0.0000	0	0.0000
k127_1942288 flag=1 multi=2.0000 len=400	400	992	2.4800	7	285.4254	3	244.6503
k127_1942771 flag=1 multi=7.0000 len=375	375	0	0.0000	0	0.0000	0	0.0000
k127_1942776 flag=1 multi=6.0000 len=521	521	0	0.0000	0	0.0000	0	0.0000
k127_1942812 flag=1 multi=11.0000 len=3335	3335	0	0.0000	0	0.0000	0	0.0000
k127_1943039 flag=1 multi=3.0000 len=841	841	0	0.0000	0	0.0000	0	0.0000
k127_1943093 flag=1 multi=14.7500 len=807	807	0	0.0000	0	0.0000	0	0.0000
k127_1943147 flag=1 multi=2.0000 len=628	628	0	0.0000	0	0.0000	0	0.0000
k127_1943388 flag=1 multi=2.0000 len=419	419	0	0.0000	0	0.0000	0	0.0000
k127_1943500 flag=1 multi=3.0000 len=452	452	0	0.0000	0	0.0000	0	0.0000
k127_1944947 flag=1 multi=12.0000 len=706	706	0	0.0000	0	0.0000	0	0.0000
k127_1945101 flag=1 multi=2.0000 len=404	404	0	0.0000	0	0.0000	0	0.0000
k127_1945493 flag=1 multi=4.0000 len=476	476	0	0.0000	0	0.0000	0	0.0000
k127_1945625 flag=1 multi=8.0000 len=686	686	0	0.0000	0	0.0000	0	0.0000
k127_1945694 flag=1 multi=3.0000 len=792	792	0	0.0000	0	0.0000	0	0.0000
k127_1946076 flag=1 multi=2.0000 len=322	322	0	0.0000	0	0.0000	0	0.0000
k127_1946285 flag=1 multi=14.0994 len=1576	1576	5046	3.2018	34	351.8659	17	351.8659
k127_1946689 flag=1 multi=8.0000 len=365	365	0	0.0000	0	0.0000	0	0.0000
k127_1947711 flag=1 multi=9.0000 len=1811	1811	0	0.0000	0	0.0000	0	0.0000
k127_1947912 flag=1 multi=36.0000 len=972	972	0	0.0000	0	0.0000	0	0.0000
k127_1948278 flag=1 multi=2.0000 len=563	563	0	0.0000	0	0.0000	0	0.0000
k127_1949454 flag=1 multi=2.0000 len=313	313	450	1.4377	3	156.3261	1	104.2174
k127_1950032 flag=1 multi=5.0000 len=607	607	0	0.0000	0	0.0000	0	0.0000
k127_1951133 flag=1 multi=4.0000 len=451	451	1195	2.6497	8	289.3130	4	289.3130
k127_1951693 flag=1 multi=2.0000 len=429	429	0	0.0000	0	0.0000	0	0.0000
k127_1952450 flag=1 multi=10.0000 len=397	397	300	0.7557	2	82.1664	1	82.1664
k127_1952791 flag=1 multi=3.0000 len=862	862	0	0.0000	0	0.0000	0	0.0000
k127_1953669 flag=1 multi=2.0000 len=547	547	1175	2.1481	8	238.5378	4	238.5378
k127_1954604 flag=1 multi=5.0000 len=2226	2226	0	0.0000	0	0.0000	0	0.0000
k127_1956002 flag=1 multi=2.0000 len=441	441	0	0.0000	0	0.0000	0	0.0000
k127_1956372 flag=1 multi=4.0000 len=491	491	0	0.0000	0	0.0000	0	0.0000
k127_1956469 flag=1 multi=3.0000 len=317	317	0	0.0000	0	0.0000	0	0.0000
k127_1956822 flag=1 multi=2.0000 len=344	344	0	0.0000	0	0.0000	0	0.0000
k127_1957232 flag=1 multi=1.0000 len=337	337	0	0.0000	0	0.0000	0	0.0000
k127_1957300 flag=1 multi=5.0000 len=784	784	2378	3.0332	16	332.8576	8	332.8576
k127_1958075 flag=1 multi=4.0000 len=484	484	0	0.0000	0	0.0000	0	0.0000
k127_1958079 flag=1 multi=6.0000 len=733	733	1856	2.5321	14	311.5147	7	311.5147
k127_1959178 flag=1 multi=8.0000 len=714	714	0	0.0000	0	0.0000	0	0.0000
k127_1960014 flag=1 multi=6.0000 len=479	479	0	0.0000	0	0.0000	0	0.0000
k127_1960328 flag=1 multi=2.0000 len=744	744	0	0.0000	0	0.0000	0	0.0000
k127_1960798 flag=0 multi=224.0000 len=1890	1890	0	0.0000	0	0.0000	0	0.0000
k127_1961174 flag=1 multi=2.0000 len=526	526	300	0.5703	2	62.0153	1	62.0153
k127_1961355 flag=1 multi=2.0000 len=411	411	0	0.0000	0	0.0000	0	0.0000
k127_1962499 flag=1 multi=4.0000 len=544	544	0	0.0000	0	0.0000	0	0.0000
k127_1963827 flag=1 multi=2.0000 len=349	349	0	0.0000	0	0.0000	0	0.0000
k127_1965221 flag=1 multi=4.0000 len=353	353	0	0.0000	0	0.0000	0	0.0000
k127_1965481 flag=1 multi=9.0000 len=4938	4938	33679	6.8204	229	756.3780	114	753.0751
k127_1965739 flag=1 multi=8.0000 len=1823	1823	0	0.0000	0	0.0000	0	0.0000
k127_1965946 flag=1 multi=103.0000 len=4169	4169	0	0.0000	0	0.0000	0	0.0000
k127_1966102 flag=1 multi=13.0000 len=1073	1073	0	0.0000	0	0.0000	0	0.0000
k127_1966300 flag=1 multi=20.0000 len=3641	3641	89991	24.7160	624	2795.2356	312	2795.2356
k127_1966572 flag=1 multi=12.0000 len=477	477	0	0.0000	0	0.0000	0	0.0000
k127_1967114 flag=1 multi=56.0000 len=382	382	1641	4.2958	11	469.6603	5	426.9639
k127_1968587 flag=1 multi=7.0000 len=1686	1686	17409	10.3256	121	1170.5293	60	1160.8556
k127_1969794 flag=1 multi=11.0000 len=651	651	0	0.0000	0	0.0000	0	0.0000
k127_1970851 flag=1 multi=3.0000 len=445	445	0	0.0000	0	0.0000	0	0.0000
k127_1970877 flag=0 multi=166.0000 len=4354	4354	133	0.0305	1	3.7460	0	0.0000
k127_1971616 flag=1 multi=2.0000 len=315	315	0	0.0000	0	0.0000	0	0.0000
k127_1972036 flag=1 multi=12.0000 len=862	862	0	0.0000	0	0.0000	0	0.0000
k127_1972918 flag=1 multi=3.0000 len=444	444	0	0.0000	0	0.0000	0	0.0000
k127_1973568 flag=1 multi=5.0000 len=978	978	0	0.0000	0	0.0000	0	0.0000
k127_1973620 flag=1 multi=9.0000 len=1356	1356	0	0.0000	0	0.0000	0	0.0000
k127_1973760 flag=1 multi=5.0000 len=645	645	0	0.0000	0	0.0000	0	0.0000
k127_1975624 flag=1 multi=6.0000 len=1792	1792	0	0.0000	0	0.0000	0	0.0000
k127_1975967 flag=1 multi=3.0000 len=1883	1883	0	0.0000	0	0.0000	0	0.0000
k127_1976128 flag=1 multi=2.0000 len=452	452	0	0.0000	0	0.0000	0	0.0000
k127_1976470 flag=1 multi=6.0000 len=425	425	0	0.0000	0	0.0000	0	0.0000
k127_1977195 flag=1 multi=2.0000 len=645	645	0	0.0000	0	0.0000	0	0.0000
k127_1979282 flag=1 multi=7.0000 len=520	520	0	0.0000	0	0.0000	0	0.0000
k127_1979896 flag=1 multi=6.0000 len=1306	1306	3252	2.4900	22	274.7477	11	274.7477
k127_1979939 flag=1 multi=1.0000 len=371	371	0	0.0000	0	0.0000	0	0.0000
k127_1980085 flag=1 multi=2.0000 len=328	328	0	0.0000	0	0.0000	0	0.0000
k127_1981436 flag=1 multi=1.0000 len=310	310	0	0.0000	0	0.0000	0	0.0000
k127_1981850 flag=1 multi=4.0000 len=589	589	0	0.0000	0	0.0000	0	0.0000
k127_1982762 flag=1 multi=5.0000 len=551	551	866	1.5717	6	177.6046	3	177.6046
k127_1983065 flag=1 multi=4.0000 len=472	472	0	0.0000	0	0.0000	0	0.0000
k127_1983372 flag=1 multi=3.0000 len=472	472	0	0.0000	0	0.0000	0	0.0000
k127_1983638 flag=1 multi=8.0000 len=806	806	0	0.0000	0	0.0000	0	0.0000
k127_1984108 flag=1 multi=2.0000 len=551	551	0	0.0000	0	0.0000	0	0.0000
k127_1984694 flag=1 multi=3.0000 len=438	438	0	0.0000	0	0.0000	0	0.0000
k127_1985354 flag=1 multi=5.0000 len=510	510	0	0.0000	0	0.0000	0	0.0000
k127_1986301 flag=1 multi=3.0000 len=563	563	0	0.0000	0	0.0000	0	0.0000
k127_1986982 flag=1 multi=23.0000 len=9464	9464	0	0.0000	0	0.0000	0	0.0000
k127_1987232 flag=1 multi=2.0000 len=477	477	0	0.0000	0	0.0000	0	0.0000
k127_1987604 flag=1 multi=2.0000 len=369	369	556	1.5068	4	176.8024	2	176.8024
k127_1988726 flag=1 multi=5.0000 len=320	320	0	0.0000	0	0.0000	0	0.0000
k127_1989401 flag=1 multi=14.0000 len=399	399	0	0.0000	0	0.0000	0	0.0000
k127_1989684 flag=1 multi=2.0000 len=394	394	0	0.0000	0	0.0000	0	0.0000
k127_1990703 flag=1 multi=12.0000 len=2148	2148	0	0.0000	0	0.0000	0	0.0000
k127_1991523 flag=1 multi=13.0000 len=1686	1686	0	0.0000	0	0.0000	0	0.0000
k127_1992289 flag=1 multi=4.0000 len=310	310	0	0.0000	0	0.0000	0	0.0000
k127_1992975 flag=1 multi=2.0000 len=368	368	0	0.0000	0	0.0000	0	0.0000
k127_1992992 flag=1 multi=2.0000 len=623	623	0	0.0000	0	0.0000	0	0.0000
k127_1993277 flag=1 multi=4.0000 len=1088	1088	0	0.0000	0	0.0000	0	0.0000
k127_1993732 flag=1 multi=4.0000 len=340	340	300	0.8824	2	95.9413	1	95.9413
k127_1995137 flag=1 multi=7.0000 len=2121	2121	0	0.0000	0	0.0000	0	0.0000
k127_1998864 flag=1 multi=3.0000 len=703	703	0	0.0000	0	0.0000	0	0.0000
k127_1998907 flag=1 multi=8.0000 len=731	731	871	1.1915	6	133.8716	3	133.8716
k127_2000398 flag=1 multi=2.0000 len=470	470	0	0.0000	0	0.0000	0	0.0000
k127_2000961 flag=1 multi=3.0000 len=403	403	0	0.0000	0	0.0000	0	0.0000
k127_2001290 flag=1 multi=7.0000 len=412	412	1478	3.5874	10	395.8743	5	395.8743
k127_2001564 flag=1 multi=4.0000 len=539	539	0	0.0000	0	0.0000	0	0.0000
k127_2001771 flag=1 multi=2.0000 len=431	431	0	0.0000	0	0.0000	0	0.0000
k127_2001956 flag=1 multi=4.0000 len=595	595	0	0.0000	0	0.0000	0	0.0000
k127_2002825 flag=1 multi=4.0000 len=624	624	0	0.0000	0	0.0000	0	0.0000
k127_2003049 flag=1 multi=1.0000 len=387	387	0	0.0000	0	0.0000	0	0.0000
k127_2004007 flag=1 multi=2.0000 len=316	316	0	0.0000	0	0.0000	0	0.0000
k127_2004193 flag=1 multi=6.0000 len=1337	1337	9231	6.9043	63	768.5350	31	756.3360
k127_2004627 flag=1 multi=10.0000 len=704	704	0	0.0000	0	0.0000	0	0.0000
k127_2005502 flag=1 multi=2.0000 len=598	598	0	0.0000	0	0.0000	0	0.0000
k127_2005973 flag=1 multi=5.0000 len=329	329	0	0.0000	0	0.0000	0	0.0000
k127_2006387 flag=1 multi=4.0000 len=744	744	0	0.0000	0	0.0000	0	0.0000
k127_2006500 flag=1 multi=5.0000 len=1107	1107	0	0.0000	0	0.0000	0	0.0000
k127_2007460 flag=1 multi=13.0000 len=1070	1070	0	0.0000	0	0.0000	0	0.0000
k127_2008112 flag=1 multi=10.0000 len=1888	1888	6407	3.3935	44	380.1064	22	380.1064
k127_2008452 flag=1 multi=19.0000 len=479	479	0	0.0000	0	0.0000	0	0.0000
k127_2010589 flag=1 multi=42.0000 len=1071	1071	0	0.0000	0	0.0000	0	0.0000
k127_2010763 flag=1 multi=7.0000 len=710	710	4075	5.7394	28	643.2121	14	643.2121
k127_2011049 flag=1 multi=12.0000 len=2190	2190	0	0.0000	0	0.0000	0	0.0000
k127_2011299 flag=1 multi=4.0000 len=456	456	1642	3.6009	11	393.4435	5	357.6759
k127_2011321 flag=1 multi=6.0000 len=543	543	0	0.0000	0	0.0000	0	0.0000
k127_2013482 flag=1 multi=14.0000 len=948	948	0	0.0000	0	0.0000	0	0.0000
k127_2014763 flag=1 multi=2.0000 len=363	363	0	0.0000	0	0.0000	0	0.0000
k127_2014895 flag=1 multi=24.0000 len=2658	2658	0	0.0000	0	0.0000	0	0.0000
k127_2014985 flag=1 multi=5.0000 len=2096	2096	0	0.0000	0	0.0000	0	0.0000
k127_2015286 flag=0 multi=29.5795 len=2434	2434	0	0.0000	0	0.0000	0	0.0000
k127_2015618 flag=1 multi=2.0000 len=353	353	0	0.0000	0	0.0000	0	0.0000
k127_2017053 flag=1 multi=2.0000 len=325	325	0	0.0000	0	0.0000	0	0.0000
k127_2017727 flag=1 multi=4.0000 len=359	359	300	0.8357	2	90.8636	1	90.8636
k127_2018276 flag=1 multi=6.0000 len=1825	1825	7766	4.2553	56	500.4719	28	500.4719
k127_2018362 flag=1 multi=174.0000 len=4733	4733	0	0.0000	0	0.0000	0	0.0000
k127_2018633 flag=0 multi=42.0000 len=2514	2514	0	0.0000	0	0.0000	0	0.0000
k127_2019030 flag=1 multi=42.0000 len=3107	3107	0	0.0000	0	0.0000	0	0.0000
k127_2019167 flag=1 multi=2.0000 len=332	332	0	0.0000	0	0.0000	0	0.0000
k127_2019310 flag=1 multi=190.0000 len=9101	9101	0	0.0000	0	0.0000	0	0.0000
k127_2019761 flag=1 multi=13.0000 len=3162	3162	0	0.0000	0	0.0000	0	0.0000
k127_2021044 flag=1 multi=16.0000 len=6447	6447	0	0.0000	0	0.0000	0	0.0000
k127_2021188 flag=1 multi=10.0000 len=1122	1122	0	0.0000	0	0.0000	0	0.0000
k127_2021783 flag=1 multi=2.0000 len=321	321	0	0.0000	0	0.0000	0	0.0000
k127_2022622 flag=1 multi=6.0000 len=601	601	0	0.0000	0	0.0000	0	0.0000
k127_2023227 flag=1 multi=3.0000 len=565	565	1496	2.6478	10	288.6729	5	288.6729
k127_2024033 flag=1 multi=1.0000 len=347	347	300	0.8646	2	94.0059	1	94.0059
k127_2024409 flag=1 multi=6.0000 len=715	715	0	0.0000	0	0.0000	0	0.0000
k127_2025231 flag=1 multi=5.0000 len=389	389	0	0.0000	0	0.0000	0	0.0000
k127_2026396 flag=1 multi=1.0000 len=317	317	0	0.0000	0	0.0000	0	0.0000
k127_2026467 flag=1 multi=4.0000 len=461	461	0	0.0000	0	0.0000	0	0.0000
k127_2027021 flag=1 multi=2.0000 len=319	319	600	1.8809	4	204.5144	2	204.5144
k127_2027241 flag=1 multi=4.2589 len=965	965	0	0.0000	0	0.0000	0	0.0000
k127_2031512 flag=1 multi=11.0000 len=1121	1121	0	0.0000	0	0.0000	0	0.0000
k127_2032276 flag=1 multi=6.0000 len=465	465	600	1.2903	4	140.3013	2	140.3013
k127_2032543 flag=1 multi=1.0000 len=347	347	0	0.0000	0	0.0000	0	0.0000
k127_2033322 flag=1 multi=6.0000 len=395	395	0	0.0000	0	0.0000	0	0.0000
k127_2033800 flag=1 multi=6.0000 len=567	567	0	0.0000	0	0.0000	0	0.0000
k127_2033958 flag=1 multi=6.0000 len=1364	1364	5505	4.0359	39	466.3422	19	454.3847
k127_2034330 flag=1 multi=6.0000 len=314	314	300	0.9554	2	103.8855	1	103.8855
k127_2034430 flag=1 multi=8.0000 len=1241	1241	0	0.0000	0	0.0000	0	0.0000
k127_2035073 flag=1 multi=37.2854 len=6462	6462	0	0.0000	0	0.0000	0	0.0000
k127_2036202 flag=1 multi=5.0000 len=954	954	0	0.0000	0	0.0000	0	0.0000
k127_2037339 flag=1 multi=17.0717 len=1718	1718	23956	13.9441	166	1575.9391	83	1575.9391
k127_2037427 flag=1 multi=5.0000 len=713	713	0	0.0000	0	0.0000	0	0.0000
k127_2037953 flag=1 multi=8.0000 len=1736	1736	0	0.0000	0	0.0000	0	0.0000
k127_2038125 flag=1 multi=5.0000 len=2183	2183	0	0.0000	0	0.0000	0	0.0000
k127_2039447 flag=1 multi=375.0000 len=320	320	0	0.0000	0	0.0000	0	0.0000
k127_2039547 flag=1 multi=2.0000 len=350	350	0	0.0000	0	0.0000	0	0.0000
k127_2039898 flag=1 multi=3.0000 len=348	348	0	0.0000	0	0.0000	0	0.0000
k127_2039992 flag=1 multi=10.0000 len=927	927	0	0.0000	0	0.0000	0	0.0000
k127_2041260 flag=1 multi=2.0000 len=300	300	450	1.5000	3	163.1002	1	108.7335
k127_2041457 flag=1 multi=1.0000 len=436	436	0	0.0000	0	0.0000	0	0.0000
k127_2041502 flag=1 multi=5.0000 len=577	577	0	0.0000	0	0.0000	0	0.0000
k127_2041665 flag=1 multi=5.0000 len=829	829	0	0.0000	0	0.0000	0	0.0000
k127_2042012 flag=0 multi=13.3000 len=3350	3350	0	0.0000	0	0.0000	0	0.0000
k127_2042298 flag=1 multi=2.0000 len=301	301	599	1.9900	4	216.7445	2	216.7445
k127_2042371 flag=1 multi=13.0000 len=2597	2597	0	0.0000	0	0.0000	0	0.0000
k127_2042916 flag=1 multi=10.0000 len=4346	4346	0	0.0000	0	0.0000	0	0.0000
k127_2044104 flag=1 multi=6.0000 len=383	383	0	0.0000	0	0.0000	0	0.0000
k127_2044142 flag=1 multi=1.0000 len=384	384	0	0.0000	0	0.0000	0	0.0000
k127_2044317 flag=1 multi=3.0000 len=595	595	0	0.0000	0	0.0000	0	0.0000
k127_2044508 flag=1 multi=16.0000 len=716	716	0	0.0000	0	0.0000	0	0.0000
k127_2045098 flag=1 multi=1.0000 len=352	352	0	0.0000	0	0.0000	0	0.0000
k127_2045113 flag=1 multi=2.0000 len=307	307	0	0.0000	0	0.0000	0	0.0000
k127_2046383 flag=1 multi=20.0000 len=8836	8836	0	0.0000	0	0.0000	0	0.0000
k127_2047053 flag=1 multi=11.0000 len=599	599	0	0.0000	0	0.0000	0	0.0000
k127_2047703 flag=1 multi=2.0000 len=586	586	300	0.5119	2	55.6656	1	55.6656
k127_2048009 flag=1 multi=12.2480 len=5547	5547	0	0.0000	0	0.0000	0	0.0000
k127_2049191 flag=1 multi=4.0000 len=612	612	853	1.3938	6	159.9022	3	159.9022
k127_2049514 flag=1 multi=22.0000 len=4779	4779	0	0.0000	0	0.0000	0	0.0000
k127_2049803 flag=1 multi=1.0000 len=367	367	0	0.0000	0	0.0000	0	0.0000
k127_2049956 flag=1 multi=4.0000 len=322	322	1093	3.3944	8	405.2179	4	405.2179
k127_2050989 flag=1 multi=7.0000 len=320	320	0	0.0000	0	0.0000	0	0.0000
k127_2051278 flag=1 multi=2.0000 len=305	305	300	0.9836	2	106.9510	1	106.9510
k127_2051830 flag=1 multi=32.0000 len=6371	6371	11374	1.7853	78	199.6832	39	199.6832
k127_2051997 flag=1 multi=9.0000 len=5378	5378	0	0.0000	0	0.0000	0	0.0000
k127_2053284 flag=1 multi=3.0000 len=647	647	0	0.0000	0	0.0000	0	0.0000
k127_2053527 flag=0 multi=6.4559 len=388	388	0	0.0000	0	0.0000	0	0.0000
k127_2053703 flag=1 multi=22.0000 len=3224	3224	0	0.0000	0	0.0000	0	0.0000
k127_2055102 flag=1 multi=5.0000 len=790	790	0	0.0000	0	0.0000	0	0.0000
k127_2055385 flag=1 multi=22.0000 len=1093	1093	0	0.0000	0	0.0000	0	0.0000
k127_2056736 flag=1 multi=2.0000 len=381	381	0	0.0000	0	0.0000	0	0.0000
k127_2057921 flag=1 multi=106.0000 len=1706	1706	0	0.0000	0	0.0000	0	0.0000
k127_2059507 flag=1 multi=4.0000 len=568	568	0	0.0000	0	0.0000	0	0.0000
k127_2059546 flag=1 multi=2.0000 len=369	369	0	0.0000	0	0.0000	0	0.0000
k127_2060509 flag=1 multi=13.0000 len=2374	2374	0	0.0000	0	0.0000	0	0.0000
k127_2060569 flag=1 multi=2.0000 len=374	374	0	0.0000	0	0.0000	0	0.0000
k127_2060664 flag=1 multi=2.0000 len=817	817	0	0.0000	0	0.0000	0	0.0000
k127_2061175 flag=1 multi=7.0000 len=456	456	0	0.0000	0	0.0000	0	0.0000
k127_2061704 flag=1 multi=16.0000 len=1064	1064	0	0.0000	0	0.0000	0	0.0000
k127_2062775 flag=1 multi=2.0000 len=324	324	0	0.0000	0	0.0000	0	0.0000
k127_2063220 flag=1 multi=2.0000 len=430	430	0	0.0000	0	0.0000	0	0.0000
k127_2063237 flag=1 multi=3.0000 len=537	537	574	1.0689	4	121.4899	2	121.4899
k127_2063506 flag=0 multi=10.0000 len=863	863	0	0.0000	0	0.0000	0	0.0000
k127_2065270 flag=1 multi=3.0000 len=489	489	0	0.0000	0	0.0000	0	0.0000
k127_2066001 flag=1 multi=30.9080 len=2757	2757	0	0.0000	0	0.0000	0	0.0000
k127_2066236 flag=0 multi=28.8353 len=1827	1827	0	0.0000	0	0.0000	0	0.0000
k127_2066325 flag=1 multi=2.0000 len=411	411	0	0.0000	0	0.0000	0	0.0000
k127_2066360 flag=1 multi=3.0000 len=516	516	0	0.0000	0	0.0000	0	0.0000
k127_2066806 flag=1 multi=5.0000 len=1477	1477	0	0.0000	0	0.0000	0	0.0000
k127_2066812 flag=1 multi=25.0000 len=6578	6578	0	0.0000	0	0.0000	0	0.0000
k127_2066821 flag=1 multi=3.0000 len=728	728	1003	1.3777	7	156.8271	3	134.4232
